idx,Agro-forestry areas,Broad-leaved forest,Complex cultivation patterns,Coniferous forest,Discontinuous urban fabric,Land principally occupied by agriculture with significant areas of natural vegetation,Mixed forest,Non-irrigated arable land,Pastures,Peatbogs,Sea and ocean,Transitional woodland/shrub,Water bodies
615907,1,1,0,0,0,0,0,1,0,0,0,0,0
364559,0,1,1,0,1,1,0,1,0,0,0,0,0
534069,0,0,0,1,0,0,1,0,0,0,0,0,0
356873,0,0,0,0,0,0,0,0,0,0,0,0,1
183784,0,0,0,1,0,1,1,1,0,0,0,1,0
114584,0,0,0,1,0,1,1,0,0,0,0,1,1
159437,0,0,0,1,1,1,0,0,0,0,0,0,1
319655,0,0,0,1,0,0,1,0,0,0,0,1,0
481745,0,0,0,1,0,1,0,0,0,0,0,1,0
118354,0,0,0,1,0,0,1,0,0,0,0,0,1
20208,0,0,0,1,0,0,1,0,0,0,0,1,0
172959,0,0,0,0,0,0,0,0,0,0,1,0,0
653325,1,0,0,0,0,0,1,0,0,0,0,0,0
284159,0,0,0,1,0,1,1,0,0,0,0,0,1
490559,0,1,0,1,0,0,1,1,0,0,0,0,0
624471,0,1,0,0,0,0,0,0,1,1,0,0,0
241386,0,0,0,1,0,0,1,0,0,0,0,0,0
309689,0,0,0,0,0,0,0,0,0,0,1,0,0
63424,0,0,0,0,0,1,1,1,0,0,0,0,0
213323,0,1,0,0,1,0,0,1,0,0,0,0,0
288678,0,1,1,0,0,1,0,0,0,0,0,1,0
10103,0,0,0,0,0,0,1,0,1,0,0,0,0
401783,0,0,0,0,0,0,0,0,0,0,1,0,0
196797,0,0,0,0,0,0,0,0,0,0,1,0,0
146597,0,1,0,0,0,1,0,0,0,0,0,0,0
255524,0,0,0,1,0,1,1,1,0,0,0,1,0
346256,0,0,0,1,0,0,1,0,0,0,0,1,0
548953,0,0,0,0,1,1,0,0,0,0,0,1,0
399757,0,0,0,0,0,0,0,0,1,0,0,0,0
543258,0,0,0,0,0,0,0,0,0,0,0,0,0
427625,0,0,0,1,0,0,0,0,0,0,0,0,1
619167,1,1,1,0,0,1,0,0,0,0,0,0,0
25278,0,0,0,1,0,0,1,0,0,0,0,0,1
654113,1,1,0,0,0,0,0,1,0,0,0,1,1
5690,0,1,1,1,1,0,0,0,1,0,0,0,0
414969,0,0,0,0,0,0,0,0,0,0,1,0,0
355592,0,0,0,1,0,0,0,0,0,0,0,1,1
75491,0,0,0,1,0,1,0,0,0,0,0,1,0
456388,0,0,0,0,1,1,1,0,0,0,0,0,0
499165,0,0,0,0,0,1,0,0,1,0,0,0,0
53622,0,0,0,0,0,0,0,1,0,0,0,0,0
123576,0,0,1,0,0,1,0,0,0,0,0,1,0
54797,0,0,0,0,0,0,0,1,0,0,0,0,0
117919,0,0,0,1,0,0,0,0,0,0,0,1,1
27740,0,1,1,0,0,0,1,0,1,0,0,1,0
206998,0,0,0,0,0,0,0,1,0,0,0,0,0
504150,0,0,0,0,0,0,0,0,0,0,1,0,0
16853,0,0,0,0,1,0,0,0,1,0,0,0,0
254372,0,0,0,1,0,0,1,0,0,0,0,0,0
232284,0,0,0,0,1,1,1,0,0,0,0,0,0
433559,0,1,0,1,0,1,1,1,0,0,0,0,0
669251,1,0,0,0,0,0,0,0,0,0,0,0,0
580868,0,0,0,1,0,0,0,0,0,0,0,1,0
378167,0,1,1,0,0,1,0,1,0,0,0,0,0
24043,0,0,0,1,0,0,1,0,0,1,0,1,1
98446,0,0,0,0,0,0,0,0,0,0,1,0,0
70680,0,0,0,1,0,1,1,1,0,0,0,1,0
470058,0,1,0,0,0,0,0,0,0,0,0,1,0
162299,0,0,0,1,0,0,1,0,0,0,0,1,1
422867,0,1,1,0,0,1,0,0,0,0,0,1,0
456514,0,0,0,0,0,0,0,0,0,0,1,0,0
142711,0,1,1,0,0,1,0,0,0,0,0,0,0
58700,0,0,1,0,1,0,0,1,0,0,0,0,0
358068,0,0,0,1,0,1,1,0,0,0,0,0,1
195190,0,0,0,0,0,0,0,0,0,0,1,0,0
547718,0,0,0,0,0,0,0,0,0,0,0,0,0
596223,0,0,0,1,0,0,1,0,0,1,0,1,0
504233,0,0,0,0,0,0,0,1,1,0,0,0,0
667171,1,0,0,0,0,0,0,1,1,0,0,0,0
170032,0,0,0,0,0,0,0,1,1,0,0,0,0
275677,0,0,0,0,0,0,0,0,0,0,1,0,0
12129,0,0,0,0,0,0,0,1,1,0,0,0,0
634981,1,0,0,0,0,0,0,0,0,0,0,0,0
81400,0,0,1,0,0,0,0,1,0,0,0,0,0
321178,0,0,0,1,0,0,1,0,0,1,0,1,0
42763,0,1,0,0,0,0,0,0,0,0,0,1,0
152977,1,1,0,0,0,0,0,1,0,0,0,0,0
270356,0,0,0,0,0,1,1,1,0,0,0,0,0
130835,0,0,0,0,0,0,0,0,0,0,0,1,0
79044,0,0,0,1,0,0,0,0,0,0,0,0,1
111219,0,0,0,0,0,1,1,0,0,0,0,0,1
192892,0,0,1,0,0,1,1,1,0,0,0,1,0
81207,0,0,0,0,0,0,0,1,0,0,0,1,0
96636,1,0,0,0,0,0,0,1,0,0,0,1,0
292773,0,0,0,0,0,0,0,0,0,0,1,0,0
610545,0,0,0,0,0,0,0,0,1,1,0,0,0
48390,0,1,0,0,0,0,1,0,1,0,0,1,0
179136,0,0,0,1,0,0,1,1,0,0,0,1,0
337538,0,1,1,0,0,1,0,1,0,0,0,0,0
674175,1,0,0,0,0,0,1,0,1,0,0,0,0
667411,1,1,0,0,0,0,0,1,0,0,0,0,0
474911,0,0,0,0,0,0,0,0,0,0,1,0,0
433835,0,0,0,1,0,1,1,0,0,0,0,1,0
320572,0,0,0,0,0,0,0,0,0,0,1,0,0
288397,0,0,0,0,0,1,0,0,0,0,0,1,0
627593,0,0,0,1,0,0,0,1,0,1,0,1,0
646737,0,0,0,1,0,0,0,0,0,1,0,0,1
163911,0,0,0,1,0,0,0,0,0,0,0,1,1
620193,0,0,0,1,0,1,0,0,0,1,0,1,0
631591,0,0,0,1,0,0,1,0,0,1,0,1,1
546374,0,0,0,0,0,0,0,0,0,0,0,0,0
631637,0,0,0,1,0,0,1,0,0,1,0,0,0
115825,0,0,0,1,0,0,1,0,0,1,0,1,1
21946,0,0,0,1,0,0,1,0,0,0,0,1,1
121366,0,0,0,0,1,1,0,0,0,0,0,0,0
579876,0,0,0,1,0,0,0,0,0,0,0,0,1
610155,0,0,0,1,0,0,0,0,0,1,0,0,0
428780,0,0,0,0,0,0,1,0,0,0,0,0,1
321406,0,0,0,1,0,0,1,0,0,0,0,1,0
45624,0,0,0,0,1,0,0,1,0,0,0,0,0
88120,0,1,0,0,0,0,0,1,0,0,0,1,1
571877,0,0,0,1,0,0,1,0,0,0,0,0,0
280274,0,0,0,0,0,0,0,0,0,0,1,0,0
316396,0,0,0,0,0,0,0,0,0,0,1,0,0
231648,0,0,0,0,0,0,1,0,0,0,0,1,0
627651,0,0,0,1,0,0,1,0,0,1,0,0,0
223938,0,0,0,1,0,0,0,0,0,1,0,0,0
280820,0,0,0,0,0,0,0,0,0,0,1,0,0
392432,0,0,0,0,1,1,0,1,0,0,0,0,0
309237,0,1,0,0,0,0,0,0,0,0,0,0,0
311896,0,0,0,0,0,0,0,0,0,0,1,0,0
654031,0,0,0,0,0,0,1,0,0,1,0,1,0
593647,1,0,0,1,0,0,1,0,0,0,0,1,0
298233,0,1,0,0,0,0,1,0,0,0,0,0,0
499285,0,0,0,0,0,0,0,1,1,0,0,0,0
348910,0,0,1,1,0,0,1,0,0,0,0,0,0
429293,0,0,0,0,0,0,1,0,0,0,0,0,1
59600,0,0,1,0,0,1,0,1,1,0,0,1,0
313537,0,0,0,0,0,0,0,0,0,0,1,0,0
15012,0,0,0,1,0,0,0,1,1,0,0,1,0
364035,0,0,0,0,0,0,1,1,0,0,0,0,0
26041,0,0,0,1,0,0,1,0,0,0,0,1,0
625389,1,0,1,0,0,0,0,1,0,0,0,0,0
592969,1,0,0,0,0,0,0,1,1,0,0,0,0
638099,1,0,0,0,0,0,0,1,1,0,0,1,0
401521,0,0,0,0,0,0,0,0,0,0,1,0,0
440446,0,0,0,1,0,0,1,0,0,0,0,1,0
585703,0,0,0,1,0,0,1,0,0,0,0,0,1
538797,0,0,0,1,0,1,1,0,0,0,0,1,1
3869,0,1,0,0,1,0,1,0,1,0,0,0,1
482615,0,0,0,1,0,0,0,0,0,0,0,1,1
623481,0,0,0,1,0,0,0,0,0,1,0,1,0
478601,0,0,0,1,0,0,0,0,0,0,0,1,0
369626,0,1,0,0,0,1,0,1,1,0,0,0,0
217784,0,0,1,0,0,1,1,1,1,0,0,0,0
135465,0,0,0,0,0,0,0,1,0,0,0,1,0
50026,1,1,0,0,0,0,0,0,0,0,0,1,0
313561,0,0,0,0,0,0,0,0,0,0,1,0,0
364943,0,0,1,0,0,1,0,1,0,0,0,0,0
381443,0,0,0,0,0,0,0,0,0,0,0,0,0
647979,1,0,1,0,0,1,0,1,0,0,0,0,0
23632,0,0,0,1,0,0,1,0,0,0,0,0,1
152161,0,1,0,0,0,0,0,0,0,0,0,1,0
106143,0,0,0,1,0,0,1,0,0,0,0,0,1
527771,0,0,0,1,0,0,0,0,0,1,0,0,0
156888,0,0,0,1,0,0,1,0,0,0,0,0,0
66946,0,0,0,0,0,0,1,1,0,0,0,0,0
356239,0,1,0,0,0,1,0,1,0,0,0,0,1
669047,1,0,0,0,0,0,0,1,1,0,0,1,0
457261,0,0,0,0,0,0,0,0,0,0,1,0,0
675671,0,0,0,1,0,0,1,0,0,1,0,0,0
616517,1,1,0,0,0,0,0,1,1,0,0,1,0
221754,0,0,0,0,0,0,0,0,0,0,1,0,0
529314,0,0,0,0,0,0,0,0,0,0,1,0,0
430540,0,1,0,1,0,1,1,0,0,0,0,0,1
201446,0,0,0,0,0,0,0,0,0,0,1,0,0
264086,0,1,0,0,0,0,1,0,0,0,0,1,0
407187,0,0,1,0,1,1,0,1,0,0,0,0,0
414336,0,0,0,0,0,0,0,1,0,0,0,0,0
533844,0,0,0,1,0,1,1,0,0,0,0,0,0
439049,0,0,0,1,0,0,1,0,0,0,0,0,0
353542,0,0,0,1,0,0,1,0,0,0,0,0,0
667501,1,1,1,0,0,0,1,0,1,0,0,1,0
87579,0,1,1,0,0,0,1,0,0,0,0,0,0
156367,0,0,0,1,0,0,1,0,0,1,0,1,0
350978,0,0,1,1,0,0,1,1,0,0,0,0,0
36044,0,0,0,0,0,0,1,0,1,1,0,1,0
413699,0,1,1,1,0,0,1,0,0,0,0,0,0
620555,1,0,0,0,0,0,1,0,1,0,0,1,0
650909,0,0,0,1,0,0,0,0,0,1,0,0,0
583881,0,0,0,1,0,0,1,1,0,0,0,0,1
403983,0,0,0,0,0,0,0,1,0,0,0,0,0
599603,1,1,0,0,0,0,0,0,0,0,0,0,0
426557,0,0,0,1,0,0,0,0,0,0,0,1,0
5477,0,1,0,1,0,0,1,0,0,0,0,0,0
384540,0,0,0,1,0,0,1,0,0,0,0,1,0
396629,0,0,0,0,0,0,0,1,1,0,0,0,0
290716,0,0,0,0,0,0,0,0,0,0,1,0,0
235124,0,0,0,1,0,0,1,0,0,0,0,1,1
655857,0,0,0,0,0,0,0,0,0,1,0,0,0
212852,0,0,0,1,0,1,1,0,1,0,0,0,0
112765,0,0,0,1,0,1,1,0,0,0,0,0,0
503288,0,0,0,0,0,0,0,0,0,0,1,0,0
83039,0,0,0,0,0,0,0,1,0,0,0,0,0
152893,1,0,0,0,0,0,0,0,0,0,0,0,0
175139,0,0,0,0,0,0,0,0,0,0,1,0,0
532738,0,0,0,1,0,1,1,0,0,0,0,1,1
17641,0,0,0,0,0,0,0,0,0,0,1,0,0
624299,0,0,0,1,0,0,0,0,0,1,0,1,0
307069,0,0,0,0,0,0,0,1,0,0,0,0,0
456985,0,0,0,0,0,0,0,0,0,0,1,0,0
375202,0,0,1,1,0,1,1,0,1,0,0,0,0
273650,0,0,0,0,0,0,0,0,0,0,1,0,0
489126,0,1,1,0,1,1,0,1,0,0,0,0,0
456603,0,0,0,0,0,0,0,0,0,0,1,0,0
613387,0,0,0,0,1,0,0,0,1,1,0,0,0
649589,1,0,0,0,0,0,0,1,1,0,0,0,0
635725,0,0,0,1,0,0,1,0,0,1,0,1,0
102206,0,1,0,0,0,0,0,0,0,0,0,0,0
58723,0,0,1,1,1,1,1,0,0,0,0,0,0
359490,0,1,0,1,0,1,1,0,0,0,0,0,1
46156,0,0,0,0,0,0,0,1,0,0,0,0,0
225243,0,1,1,0,0,0,0,1,0,0,0,0,0
611607,1,1,0,0,0,0,0,0,0,0,0,1,0
438504,0,0,0,1,0,1,1,0,0,0,0,0,1
268819,0,0,1,1,0,0,0,0,0,0,0,1,0
513380,0,1,0,1,0,1,0,0,0,0,0,1,0
673427,0,0,0,0,0,0,1,0,0,1,0,1,0
294695,0,1,0,0,0,1,0,0,0,0,0,1,0
563805,0,0,0,1,0,0,1,0,0,1,0,1,0
42017,0,0,0,0,0,0,0,0,0,0,1,0,0
217767,0,1,1,0,0,1,0,1,1,0,0,0,0
614979,0,0,0,1,0,0,0,0,0,1,0,1,1
637421,0,0,0,1,0,0,1,1,0,1,0,1,0
634069,0,0,0,0,0,0,0,0,0,1,0,1,0
481500,0,0,0,1,0,0,0,0,0,1,0,1,0
271644,0,0,1,1,0,1,1,0,0,0,0,0,0
560243,0,0,0,1,0,1,1,0,0,0,0,1,0
34337,0,0,1,0,1,0,1,0,0,0,0,1,0
361187,0,0,0,0,0,1,0,1,0,0,0,0,0
439433,0,0,0,1,0,1,1,0,0,0,0,0,0
644547,1,1,0,0,0,0,0,0,1,0,0,0,0
119288,0,1,0,1,0,0,1,0,0,0,0,1,1
97157,0,0,0,0,0,0,0,0,0,0,1,0,0
457687,0,0,0,1,0,0,0,0,0,1,0,1,0
450255,0,1,1,0,0,0,1,1,1,0,0,0,0
404805,0,0,0,0,0,0,0,1,0,0,0,0,0
517425,0,1,1,0,0,1,0,0,0,0,0,0,0
446036,0,0,0,0,0,0,0,0,1,0,0,0,1
30171,1,1,0,0,0,0,0,0,0,0,0,1,0
131946,0,0,0,0,0,0,0,1,1,0,0,0,0
33673,0,0,0,0,0,1,0,0,0,0,0,1,0
466711,0,0,0,0,0,0,0,0,0,0,1,0,0
435801,0,1,0,1,0,0,1,0,0,0,0,0,1
551300,0,1,0,0,0,1,1,0,0,0,0,1,0
393256,0,1,0,0,0,0,0,0,0,0,0,0,0
157833,0,0,0,1,0,0,0,0,0,0,0,1,0
418423,0,1,1,0,0,1,0,0,0,0,0,0,0
486199,0,0,0,0,1,0,1,0,1,0,0,0,0
159765,0,0,0,1,0,0,1,0,0,0,0,1,0
234653,0,0,0,0,0,1,1,0,0,0,0,1,0
345960,0,0,0,0,0,0,0,0,0,0,0,0,1
337889,0,1,0,0,0,0,0,0,0,0,0,0,0
406485,0,0,0,0,0,0,0,1,0,0,0,0,0
481334,0,0,0,1,0,0,1,0,0,0,0,1,0
280970,0,0,0,0,0,0,0,0,0,0,1,0,0
196073,0,0,0,0,0,0,0,0,0,0,1,0,0
449732,0,0,0,0,0,0,0,0,1,0,0,0,0
465686,1,0,0,0,0,0,0,1,1,0,0,0,0
474065,0,1,0,0,0,0,0,0,0,0,0,0,0
2459,0,0,0,0,0,0,0,0,0,0,1,0,0
542225,0,0,0,0,0,0,0,0,0,0,0,0,0
520248,0,1,1,0,1,1,0,1,1,0,0,0,0
493546,0,0,0,0,1,0,1,1,0,0,0,0,0
294275,1,0,0,0,0,0,0,1,0,0,0,0,0
673811,0,0,0,0,0,0,1,1,1,1,0,1,0
624305,0,0,0,1,0,0,0,0,0,1,0,0,0
419438,0,1,0,0,0,1,0,0,0,0,0,0,0
442124,0,0,0,0,0,0,0,0,0,0,0,0,1
645157,0,0,0,1,0,0,1,0,0,1,0,0,0
338224,0,1,0,0,0,0,1,0,1,0,0,0,0
604741,1,0,0,1,0,0,1,0,0,0,0,0,0
77329,0,0,0,1,0,0,0,0,0,0,0,1,0
525487,0,0,0,0,0,0,0,0,0,0,1,0,0
536602,0,0,0,0,0,1,1,1,0,0,0,1,0
582876,0,0,0,1,0,0,1,0,0,0,0,1,0
49700,1,1,0,0,0,0,0,0,1,0,0,1,0
195164,0,0,0,1,0,1,1,1,1,0,0,0,0
1754,0,0,0,0,0,1,0,1,0,0,0,0,0
488495,0,0,1,0,0,0,1,0,0,0,0,0,0
466174,1,0,0,0,0,0,0,1,0,0,0,0,0
178888,0,0,0,1,0,0,1,0,0,0,0,1,0
264705,0,1,1,0,0,0,0,0,1,0,0,1,0
126294,0,1,0,0,0,0,0,0,0,0,0,0,0
669709,1,0,0,0,0,0,0,1,1,0,0,0,0
528126,0,0,0,0,0,0,0,0,0,0,1,0,0
630289,0,0,0,1,0,0,1,0,0,1,0,0,0
377300,0,0,0,0,0,1,0,1,1,0,0,0,0
77110,0,0,0,1,0,0,0,0,0,0,0,0,1
32199,1,0,0,0,0,0,0,1,1,0,0,0,0
284,0,0,0,1,0,0,1,0,0,0,1,0,0
389750,0,0,0,0,0,0,0,0,0,0,1,0,0
52065,1,0,0,0,0,0,0,0,1,0,0,0,0
31924,1,0,0,0,0,0,0,1,0,0,0,1,0
270619,0,0,0,1,1,0,0,0,1,0,0,0,0
97035,0,0,1,0,0,1,0,0,0,0,0,1,0
589427,0,0,0,1,0,0,0,0,0,0,0,1,0
549467,1,0,0,0,0,0,0,0,0,0,0,0,0
579189,0,1,0,1,0,1,1,1,0,1,0,0,0
316207,0,0,0,0,0,0,0,0,0,0,1,0,0
388815,0,0,0,0,0,1,1,0,0,0,0,0,0
198422,0,1,0,0,0,1,1,1,0,0,0,0,0
390351,0,0,0,0,0,0,0,0,0,0,1,0,0
412761,0,1,0,0,0,0,1,0,0,0,0,0,0
275689,0,0,0,1,0,0,1,0,0,0,1,0,0
224940,0,1,1,0,1,1,0,1,0,0,0,0,0
530082,0,0,0,0,0,0,0,0,0,0,1,0,0
439194,0,0,0,1,0,0,1,0,0,0,0,1,0
104017,0,0,0,0,1,0,0,1,0,0,0,0,0
347903,0,0,0,1,0,0,0,0,0,1,0,1,0
6134,0,0,1,0,1,1,0,1,1,0,0,0,0
570009,0,0,0,1,0,0,1,0,0,0,0,0,0
641513,1,0,0,0,0,0,0,1,0,0,0,0,0
460614,0,0,0,1,0,0,0,0,1,0,0,1,0
556437,1,0,0,0,0,0,0,0,1,0,0,0,0
411984,0,0,1,1,0,1,1,0,1,0,0,0,0
180522,0,0,0,1,0,0,1,0,0,0,0,1,0
114552,0,0,0,1,0,0,0,0,0,0,0,0,1
562354,0,1,0,0,0,0,1,1,0,0,0,1,0
182257,0,1,1,0,1,1,0,1,1,0,0,0,0
544587,0,0,0,0,0,0,0,0,0,0,0,0,0
486147,0,0,0,1,0,0,0,0,0,0,0,0,0
573224,0,0,0,0,0,1,1,1,0,0,0,0,1
423225,0,0,0,0,0,0,0,0,0,0,0,1,0
580081,0,0,0,1,0,0,1,0,0,0,0,1,0
205608,0,0,1,0,1,0,0,1,0,0,0,0,0
36061,0,0,0,0,0,0,0,0,1,0,0,0,1
59155,0,0,0,1,0,0,0,1,1,0,0,0,0
376240,0,1,1,0,0,0,0,0,1,0,0,1,0
75389,0,0,0,1,0,1,0,0,0,0,0,1,0
23042,0,0,0,1,0,0,1,0,0,0,0,1,1
558231,0,0,0,0,0,0,0,0,0,0,1,1,0
636881,1,1,0,0,0,0,0,1,0,0,0,0,0
415176,0,0,0,0,0,0,0,0,0,0,1,0,0
37742,0,0,0,0,0,0,0,1,1,0,0,0,0
281358,0,0,0,0,0,0,0,0,0,0,1,0,0
279734,0,0,0,0,0,0,0,0,0,0,1,0,0
615983,1,1,0,0,0,0,0,1,0,0,0,0,0
294632,1,0,0,0,0,0,0,1,0,0,0,1,0
522846,0,1,0,0,0,0,0,0,0,0,0,1,0
344008,0,0,0,1,0,1,1,0,0,0,0,1,1
638619,1,1,0,0,0,0,1,0,0,0,0,0,0
53560,0,0,0,0,0,0,0,0,0,0,1,0,0
519495,0,0,1,0,1,0,0,1,1,0,0,0,0
108708,0,0,0,0,0,0,1,0,0,0,0,1,0
65820,0,0,0,0,0,0,0,0,0,0,0,0,1
533092,0,0,0,1,0,0,0,0,0,0,0,0,1
454468,0,0,0,0,0,0,0,0,0,0,1,0,0
253370,0,0,0,1,0,0,1,0,0,0,0,1,1
215819,0,0,0,0,1,0,0,0,0,0,0,0,0
200035,0,0,0,0,0,0,0,0,0,0,1,0,0
135770,0,1,0,0,0,1,0,0,0,0,0,1,0
79874,0,0,0,0,0,0,0,1,0,0,0,0,0
642945,0,0,0,0,0,1,0,0,0,1,0,0,0
561366,0,0,0,1,0,1,1,0,0,0,0,1,0
403433,0,0,0,0,0,0,0,1,1,0,0,0,0
575488,0,0,0,1,0,0,1,0,0,0,0,0,0
510759,0,1,0,0,0,0,0,1,0,0,0,0,0
32893,1,1,0,0,0,0,0,1,0,0,0,1,0
362038,0,0,0,0,0,0,0,1,0,0,0,0,0
429235,0,0,0,1,0,0,0,0,0,0,0,0,1
67359,0,0,1,0,0,0,1,1,0,0,0,0,0
533664,0,0,0,1,0,0,1,1,0,0,0,0,1
491696,0,1,0,0,0,0,1,0,0,0,0,0,0
24206,0,0,0,1,0,0,0,0,0,0,0,0,0
94186,0,1,0,0,0,1,0,1,0,0,0,1,0
633889,0,0,0,1,0,0,0,0,0,1,0,1,0
467652,0,1,1,0,0,0,0,1,1,0,0,0,0
220856,0,1,0,0,0,0,1,1,1,0,0,0,0
642509,1,0,0,0,0,0,0,1,0,0,0,1,0
21024,0,0,0,0,0,0,0,0,0,0,0,0,1
633263,0,0,0,1,0,0,1,0,0,1,0,1,1
504141,0,0,0,0,0,0,0,0,0,0,1,0,0
54480,0,0,1,0,0,0,0,0,0,0,0,0,0
342711,0,0,1,0,0,0,1,1,0,0,0,0,0
510158,0,1,0,0,1,0,0,1,0,0,0,0,0
625539,1,0,0,0,0,0,0,0,0,0,0,0,0
107119,0,0,0,0,0,0,0,0,0,0,0,0,1
496183,0,0,0,1,0,0,0,0,1,1,0,0,0
392076,0,1,0,0,1,0,0,1,0,0,0,0,0
471342,0,0,1,0,0,1,0,0,1,0,0,1,0
260839,0,0,0,0,0,0,0,1,0,0,0,0,0
87024,1,0,0,0,0,0,0,1,0,0,0,1,0
575247,0,0,0,1,0,0,1,0,0,0,0,1,0
676347,0,0,0,1,0,0,0,0,0,1,0,1,0
327002,0,1,1,0,0,1,0,0,0,0,0,1,0
541059,0,0,0,0,0,0,0,0,0,0,0,0,0
646293,0,0,0,1,0,0,0,0,0,1,0,0,0
254145,0,0,0,1,0,1,1,0,0,0,0,0,0
350390,0,1,0,0,0,0,0,0,1,0,0,0,0
133668,0,1,0,0,0,1,0,0,0,0,0,1,0
269796,0,0,1,1,0,0,1,0,0,0,0,0,0
252935,0,0,0,1,0,0,0,0,0,0,0,0,0
126976,1,1,1,0,1,0,0,0,0,0,0,0,0
610045,0,0,0,1,0,0,0,0,0,1,0,1,0
107398,0,0,0,1,0,0,0,0,0,0,0,0,1
139235,0,0,0,0,0,0,0,0,0,0,1,0,0
415570,0,1,1,0,0,1,0,1,0,0,0,0,0
668127,0,0,0,0,0,0,1,0,0,1,0,1,0
141392,0,1,0,0,0,1,0,0,0,0,0,1,0
222931,0,0,0,0,0,0,1,0,0,0,1,0,0
259901,0,0,0,1,0,0,0,0,0,1,0,0,0
57753,0,0,1,0,0,0,0,1,0,0,0,0,0
92134,0,1,0,0,0,0,0,0,0,0,0,0,0
351192,0,1,1,0,0,0,0,0,1,0,0,0,0
558831,0,0,0,0,0,0,0,0,0,0,1,0,0
452431,0,0,0,0,0,0,0,0,0,0,1,0,0
413082,0,0,1,1,0,0,1,0,0,0,0,0,0
219532,0,0,0,1,0,0,1,0,0,0,0,0,0
244339,0,1,0,0,0,0,1,0,0,0,0,1,1
538078,0,0,0,1,0,0,1,0,0,0,0,1,1
113246,0,0,0,1,0,0,1,0,0,0,0,0,1
66328,0,0,1,1,0,0,0,0,0,0,0,0,0
671633,0,0,0,0,0,0,0,0,0,1,0,0,0
248507,0,0,0,0,0,0,0,0,0,0,1,0,0
608385,1,1,0,1,0,0,0,0,1,0,0,1,0
426806,0,0,0,1,0,0,0,0,0,1,0,0,0
109087,0,0,0,0,0,0,1,0,0,0,0,1,1
141502,0,1,0,0,0,0,1,0,0,0,0,1,0
172146,0,0,0,0,0,0,0,0,0,0,1,0,0
614829,0,0,0,0,0,0,0,0,1,1,0,0,0
188034,0,1,0,1,0,1,1,0,1,0,0,1,0
533579,0,0,0,1,0,0,1,0,0,0,0,0,1
437973,0,0,0,1,0,0,1,0,0,0,0,0,1
423451,0,1,0,0,0,0,0,0,0,0,0,0,0
663333,0,0,0,1,0,0,1,1,0,1,0,0,0
508352,0,1,1,0,0,0,0,0,0,0,0,1,0
308499,0,0,0,0,1,0,0,1,0,0,0,0,0
38120,0,0,0,0,0,0,0,1,1,0,0,0,0
378378,0,0,1,1,0,0,1,1,1,0,0,0,0
194851,0,1,0,0,0,1,1,1,0,0,0,0,0
394677,0,0,1,0,0,0,0,1,1,0,0,0,0
274358,0,0,0,0,0,0,0,0,0,0,1,0,0
334605,0,1,1,0,0,1,0,0,0,0,0,0,0
98215,1,0,0,0,0,0,0,0,0,0,0,1,1
393829,0,1,1,0,1,0,0,1,1,0,0,0,0
577140,0,0,0,1,0,0,1,0,0,0,0,0,0
42784,0,1,0,0,0,0,0,0,0,0,0,1,0
588280,0,0,0,1,0,0,1,0,0,0,0,0,1
103545,0,0,0,0,1,0,0,0,0,0,0,0,1
198969,0,0,0,0,0,0,0,0,0,0,1,0,0
295721,0,0,0,0,1,1,1,1,0,0,0,0,0
251410,0,1,0,1,0,1,1,0,0,0,0,0,0
416159,0,1,1,0,0,1,0,0,0,0,0,1,0
9302,0,0,0,0,0,0,1,1,0,0,0,0,0
234793,0,0,0,1,0,0,0,0,0,0,0,1,0
55,0,0,0,0,0,0,0,0,0,0,1,0,0
313317,0,0,0,1,1,1,0,0,0,0,0,0,0
542831,0,0,0,0,0,0,0,0,0,0,0,0,0
472653,1,0,0,0,0,0,0,1,0,0,0,1,0
555686,0,1,0,0,0,0,0,0,0,0,0,1,0
663013,1,1,1,0,0,0,0,0,0,0,0,1,0
115480,0,0,0,1,0,0,1,1,0,0,0,0,0
63110,0,0,1,1,0,0,1,0,1,0,0,0,0
540110,0,0,0,0,0,0,0,0,0,0,0,0,0
319713,0,0,0,0,0,0,0,0,0,0,1,0,0
213997,0,1,0,0,1,0,1,0,0,0,0,0,0
264908,0,0,0,1,0,0,0,0,0,0,0,1,0
645127,0,0,0,1,0,0,0,0,0,1,0,0,0
401206,0,0,0,0,0,0,0,0,0,0,1,0,0
245876,0,0,0,0,0,0,0,0,0,0,1,0,0
540204,0,0,0,0,0,0,0,0,0,0,0,0,0
178686,0,0,0,0,0,0,0,0,0,0,1,0,0
327257,0,1,1,0,0,0,0,0,0,0,0,1,0
11742,0,0,0,1,0,0,0,0,1,0,0,0,0
375645,0,0,0,1,0,0,0,0,1,0,0,1,0
160406,0,0,0,0,0,0,1,0,0,0,0,0,0
86749,1,1,0,0,0,0,1,1,0,0,0,0,0
142048,0,1,0,0,0,0,0,0,0,0,0,1,0
394118,0,0,0,0,0,0,0,1,1,0,0,0,0
428078,0,0,0,1,0,1,0,1,0,0,0,0,1
401292,0,0,0,0,0,0,0,0,0,0,1,0,0
467668,0,1,1,0,0,0,0,0,1,0,0,0,0
533849,0,0,0,1,0,1,1,0,0,0,0,0,1
606971,0,0,0,0,0,0,1,0,0,1,0,0,0
539130,0,0,0,1,0,0,0,0,0,0,0,0,1
511943,0,1,0,0,0,0,0,0,0,0,0,1,0
100336,1,0,0,0,1,0,0,1,0,0,0,1,0
